date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:47:21	206224/206224	---MCZ	200	added ('OK')	text/html	etag:cacheable:f2279026d0e60f4a4d4c41ffedc86bd5	https://organic-ishi.myshopify.com/products/donec-eu-libero	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/donec-eu-libero.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:31	56900/56900	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:21%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-1.png?v=1624879790	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-1d13b.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:40	51691/51691	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:31%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-2.png?v=1624879858	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-2ad57.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:47:51	63953/63953	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:40%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-3.png?v=1624879885	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-3ee45.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:48:02	64776/64776	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:17:51%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-4.png?v=1624879910	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/topbanner-48e8f.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:48:03	1050/1050	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:18:02%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/title.png?v=1577861652	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/titlee959.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:48:23	123843/123843	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:18:03%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/3_05cdcdef-27c7-4959-9b4e-807c1d68a37b.png?v=1559983374	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/3_05cdcdef-27c7-4959-9b4e-807c1d68a37b2a90.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:48:39	950183/950183	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:16:11%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/files/background.png?v=1577536372	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/files/background2d86.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:48:45	221981/221981	---MCZ	200	added ('OK')	text/html	etag:cacheable:dfefc9e07e9bfee789c6a669529a12af	https://organic-ishi.myshopify.com/products/organic-banana	C:/home%20page/home%20page/organic-ishi.myshopify.com/products/organic-banana.html	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
22:48:47	145568/145568	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Jan%202022%2017:18:23%20GMT	http://cdn.shopify.com/s/files/1/0086/0251/7559/products/4_6f623406-d5ce-42e6-b1e8-b4b6e98b9e14.png?v=1559983377	C:/home%20page/home%20page/cdn.shopify.com/s/files/1/0086/0251/7559/products/4_6f623406-d5ce-42e6-b1e8-b4b6e98b9e14b3a0.png	(from https://organic-ishi.myshopify.com/?_ab=0&_fd=0&_sc=1)
